species	specieskey	year	month	countrycode	occurrences
Haliaeetus albicilla	2480449	2017	10	FR	1
Aythya nyroca	2498259	2017	7	FR	2
Phoenicopterus chilensis	2481110	2018	5	FR	1
Haliaeetus albicilla	2480449	2016	8	FR	1
Acrocephalus schoenobaenus	2493129	2017	10	FR	1
Turdus merula	2490719	2024	6	DE	6412
Cuculus canorus	5231918	2022	5	DE	1977
Circus aeruginosus	2480482	2024	4	DE	919
Buteo buteo	2480537	2024	2	DE	2336
Coloeus monedula	6100954	2022	3	DE	882
Falco tinnunculus	9616058	2024	11	DE	1129
Erithacus rubecula	2492462	2021	5	FR	1094
Muscicapa striata	2492576	2022	10	DE	21
Perdix perdix	2473958	2024	8	DE	49
Falco peregrinus	2481047	2022	3	DE	92
Streptopelia decaocto	2495696	2023	1	FR	652
Branta canadensis	5232437	2021	1	FR	146
Erithacus rubecula	2492462	2022	1	DE	1569
Corvus corone	9409796	2021	2	DE	2533
Parus major	9705453	2020	2	DE	1127
Locustella luscinioides	2493551	2024	5	DE	585
Psittacula krameri	2479226	2019	4	FR	99
Coturnix coturnix	2474156	2023	6	FR	110
Aythya fuligula	2498261	2021	8	FR	136
Mareca strepera	9362027	2019	1	DE	233
Streptopelia decaocto	2495696	2016	2	FR	149
Poecile montanus	2487866	2019	8	DE	49
Alcedo atthis	2475532	2020	11	FR	204
Streptopelia decaocto	2495696	2019	2	FR	258
Corvus corone	9409796	2021	6	FR	931
Limosa limosa	2481685	2020	2	FR	35
Luscinia megarhynchos	7660710	2019	5	DE	548
Charadrius morinellus	2480281	2023	4	FR	7
Platalea leucorodia	2480801	2024	8	DE	195
Tachybaptus ruficollis	2482048	2019	3	FR	179
Linaria cannabina	8104397	2021	3	FR	323
Carduelis carduelis	2494686	2021	10	DE	955
Buteo buteo	2480537	2019	10	FR	420
Psittacula krameri	2479226	2024	6	FR	567
Petronia petronia	2492350	2023	5	FR	64
Hippolais icterina	2493220	2021	5	DE	330
Circus pygargus	2480495	2022	5	DE	54
Circus aeruginosus	2480482	2023	5	FR	422
Spatula clypeata	8332393	2019	4	FR	205
Chroicocephalus genei	6065810	2024	1	FR	44
Netta rufina	2498180	2021	4	DE	403
Saxicola rubicola	4408759	2016	5	FR	164
Acrocephalus schoenobaenus	2493129	2022	7	DE	70
Emberiza citrinella	2491534	2016	7	DE	111
Anas crecca	8214667	2021	4	DE	851
Spatula clypeata	8332393	2016	3	FR	183
Larus cachinnans	2481181	2017	4	DE	19
Columba oenas	2495471	2022	4	DE	399
Calidris maritima	2481743	2022	12	FR	42
Morus bassanus	2480964	2024	9	DE	37
Aegithalos caudatus	2495000	2020	3	DE	385
Gallinago gallinago	2481819	2022	8	FR	285
Gallinula chloropus	5228199	2016	4	FR	182
Motacilla cinerea	2490310	2022	10	DE	459
Troglodytes troglodytes	5231438	2021	8	DE	339
Egretta garzetta	2480876	2018	4	FR	236
Tadorna tadorna	2498009	2022	7	DE	181
Podiceps nigricollis	2482065	2021	4	DE	118
Panurus biarmicus	2493367	2024	12	DE	65
Tringa totanus	2481714	2020	9	FR	135
Phylloscopus bonelli	2493070	2021	8	FR	32
Ichthyaetus melanocephalus	8151548	2023	8	DE	34
Anthus spinoletta	2490255	2020	1	DE	50
Pluvialis squatarola	2480327	2021	11	FR	64
Phalacrocorax carbo	2481890	2019	9	DE	481
Larus michahellis	9413670	2018	5	DE	103
Saxicola rubetra	2492521	2017	9	FR	109
Podiceps grisegena	2482051	2019	12	DE	22
Spatula clypeata	8332393	2019	10	DE	152
Podiceps nigricollis	2482065	2020	8	FR	46
Accipiter nisus	2480637	2018	12	DE	65
Dendrocopos major	2477968	2017	11	FR	191
Pyrrhula pyrrhula	2494543	2019	8	FR	82
Chlidonias niger	2481119	2024	7	FR	46
Coccothraustes coccothraustes	2494329	2016	4	FR	33
Emberiza schoeniclus	2491557	2022	7	FR	53
Luscinia svecica	4408732	2022	9	DE	29
Sylvia undata	2492949	2023	12	FR	35
Larus argentatus	2481139	2020	1	DE	194
Psittacula eupatria	5229055	2019	5	DE	2
Streptopelia decaocto	2495696	2017	4	DE	126
Pyrrhocorax graculus	2482553	2023	6	FR	96
Rallus aquaticus	2474831	2017	11	FR	58
Corvus cornix	2482515	2019	12	DE	89
Calidris pugnax	8250742	2020	3	FR	4
Cinclus cinclus	2495093	2020	12	DE	39
Balearica regulorum	5228229	2023	4	FR	3
Rallus aquaticus	2474831	2016	2	FR	31
Nucifraga caryocatactes	2482613	2022	1	DE	4
Circus aeruginosus	2480482	2018	8	FR	128
Spatula clypeata	8332393	2024	8	FR	154
Curruca iberiae	10700636	2020	4	FR	14
Tyto alba	2497921	2017	5	FR	10
Phylloscopus bonelli	2493070	2020	4	FR	48
Anser brachyrhynchus	2498024	2020	5	DE	1
Circus cyaneus	2480487	2018	2	DE	13
Asio otus	2497306	2018	2	DE	10
Poecile montanus	2487866	2016	7	DE	16
Stercorarius parasiticus	2481621	2020	10	FR	22
Branta leucopsis	5232464	2018	6	FR	2
Ciconia nigra	2481909	2018	11	FR	11
Linaria cannabina	8104397	2017	12	DE	21
Dryobates minor	9015784	2017	6	FR	18
Hydrocoloeus minutus	6065841	2018	1	FR	10
Prunella modularis	5231763	2017	6	FR	114
Haliaeetus albicilla	2480449	2020	11	FR	5
Turdus torquatus	7865305	2016	6	DE	5
Gelochelidon nilotica	2481263	2021	9	FR	18
Cinclus cinclus	2495093	2019	12	DE	23
Netta rufina	2498180	2018	1	FR	42
Falco naumanni	9584698	2020	5	FR	12
Clangula hyemalis	2498273	2017	5	DE	3
Porzana porzana	2474621	2023	8	DE	12
Aythya nyroca	2498259	2022	1	FR	13
Gavia stellata	2481958	2016	5	DE	3
Branta leucopsis	5232464	2022	4	FR	25
Ichthyaetus audouinii	7406504	2019	10	FR	2
Melanocorypha calandra	2490613	2017	10	FR	2
Tichodroma muraria	2484918	2024	9	FR	3
Asio flammeus	2497295	2022	3	DE	9
Pluvialis squatarola	2480327	2020	7	DE	19
Bucephala clangula	2498326	2021	10	FR	2
Sylvia nisoria	2492955	2018	7	DE	6
Puffinus yelkouan	5229377	2017	12	FR	2
Callonetta leucophrys	2498384	2018	11	DE	2
Nycticorax nycticorax	2480863	2016	10	FR	6
Montifringilla nivalis	2492371	2017	4	DE	1
Aquila fasciata	5844449	2019	5	FR	8
Anthus richardi	9465111	2020	11	DE	1
Tetrao urogallus	2473577	2022	9	FR	1
Chenonetta jubata	2498046	2022	3	DE	1
Glareola pratincola	2480757	2019	4	FR	7
Puffinus gravis	5229343	2023	6	FR	1
Dendrocygna viduata	2498396	2019	7	FR	1
Tetrastes bonasia	2473663	2020	9	FR	1
Eremophila alpestris	9415596	2022	9	DE	5
Gypaetus barbatus	2480649	2023	11	FR	3
Emberiza calandra	7634625	2016	10	DE	4
Melanocorypha calandra	2490613	2018	2	FR	1
Galerida theklae	9330514	2016	3	FR	2
Cygnus cygnus	2498347	2018	8	DE	1
Cygnus cygnus	2498347	2017	11	FR	2
Haematopus ostralegus	7788295	2020	11	FR	4
Fulmarus glacialis	2481433	2022	10	DE	2
Lymnocryptes minimus	2481835	2018	1	DE	1
Aegolius funereus	5739298	2019	11	DE	1
Glaucidium passerinum	5232162	2018	12	FR	1
Montifringilla nivalis	2492371	2022	9	DE	1
Fringilla coelebs	2494422	2017	3	FR	654
Coloeus monedula	6100954	2020	10	DE	536
Alopochen aegyptiaca	2498252	2024	4	DE	1671
Passer domesticus	5231190	2023	5	FR	3134
Luscinia luscinia	2492542	2023	5	DE	78
Anthus trivialis	2490246	2020	4	DE	183
Vanellus vanellus	2480242	2023	6	FR	257
Aythya ferina	2498255	2021	4	DE	454
Streptopelia decaocto	2495696	2022	9	FR	843
Strix aluco	9282206	2024	8	FR	273
Dendrocopos major	2477968	2017	10	FR	208
Anser anser	2498036	2016	5	DE	266
Fringilla coelebs	2494422	2017	6	DE	459
Corvus cornix	2482515	2021	1	DE	198
Aythya ferina	2498255	2024	10	FR	215
Anas platyrhynchos	9761484	2019	5	FR	913
Ardea alba	9752617	2019	9	FR	274
Chloris chloris	5845582	2019	10	DE	326
Luscinia megarhynchos	7660710	2022	4	FR	1028
Buteo buteo	2480537	2018	7	FR	305
Tringa glareola	2481713	2020	5	FR	12
Alcedo atthis	2475532	2023	11	FR	468
Passer italiae	8426551	2023	8	FR	72
Fringilla coelebs	2494422	2016	2	FR	370
Anthus trivialis	2490246	2023	9	FR	359
Ardea alba	9752617	2021	7	DE	217
Aythya ferina	2498255	2022	10	DE	337
Ardea cinerea	9797180	2017	10	DE	279
Delichon urbicum	2489214	2018	9	FR	200
Recurvirostra avosetta	2480259	2016	7	FR	149
Sterna hirundo	9367409	2020	9	FR	94
Vanellus vanellus	2480242	2017	6	FR	116
Serinus serinus	2494200	2020	7	FR	302
Tadorna tadorna	2498009	2024	7	DE	218
Anser albifrons	2498017	2016	10	DE	88
Phylloscopus collybita	2493091	2021	11	DE	95
Cinclus cinclus	2495093	2024	4	DE	73
Coturnix coturnix	2474156	2023	7	FR	103
Milvus migrans	5229167	2021	3	DE	160
Circus cyaneus	2480487	2018	5	FR	27
Anthus richardi	9465111	2019	11	FR	11
Haematopus ostralegus	7788295	2020	10	DE	129
Corvus corone	9409796	2018	11	FR	541
Loxia curvirostra	9629160	2022	11	FR	36
Coloeus monedula	6100954	2024	7	DE	532
Regulus ignicapilla	6093527	2022	10	DE	206
Psittacula krameri	2479226	2022	6	FR	299
Sylvia borin	2492942	2021	8	DE	66
Calidris alba	2481748	2021	2	FR	80
Pernis apivorus	2480420	2019	8	FR	151
Coloeus monedula	6100954	2022	7	FR	342
Branta canadensis	5232437	2016	1	DE	69
Emberiza cia	2491498	2024	8	FR	33
Spinus spinus	6092830	2016	2	FR	139
Falco subbuteo	2481035	2020	10	FR	45
Tringa ochropus	2481728	2024	2	FR	145
Phalacrocorax aristotelis	2481861	2023	9	FR	161
Aythya fuligula	2498261	2016	8	DE	71
Loxia curvirostra	9629160	2022	3	FR	39
Dryobates minor	9015784	2023	6	FR	107
Milvus milvus	5229168	2021	12	FR	101
Pterocles alchata	2480204	2021	8	FR	12
Fringilla montifringilla	2494441	2024	1	FR	97
Alcedo atthis	2475532	2017	11	DE	76
Numenius arquata	2481792	2021	5	DE	175
Phoenicurus phoenicurus	5739317	2020	7	DE	101
Eremophila alpestris	9415596	2023	10	DE	166
Poecile palustris	2487843	2019	7	FR	84
Dendrocygna bicolor	2498402	2022	8	DE	4
Passer montanus	5231198	2020	5	FR	93
Turdus philomelos	7901064	2023	1	DE	57
Puffinus yelkouan	5229377	2024	12	FR	10
Phoenicurus ochruros	5739315	2019	3	DE	239
Ichthyaetus melanocephalus	8151548	2019	5	DE	29
Morus bassanus	2480964	2024	1	DE	20
Grus grus	2474950	2017	11	FR	48
Aythya nyroca	2498259	2019	3	FR	7
Falco peregrinus	2481047	2020	5	FR	63
Apus apus	5228676	2018	8	DE	117
Calonectris diomedea	2481521	2018	6	FR	6
Larus marinus	2481172	2021	2	FR	118
Periparus ater	2487871	2019	11	DE	50
Monticola solitarius	2490955	2017	5	FR	29
Aythya nyroca	2498259	2019	4	FR	10
Aythya collaris	2498264	2019	12	DE	9
Mareca penelope	8000602	2023	6	DE	38
Hirundo rustica	9515886	2023	1	FR	3
Coturnix coturnix	2474156	2020	10	FR	7
Phylloscopus trochiloides	2493084	2022	6	DE	4
Poecile montanus	2487866	2020	9	FR	8
Pavo cristatus	9451184	2023	6	FR	11
Sylvia nisoria	2492955	2023	5	DE	57
Anser erythropus	2498026	2023	1	DE	2
Milvus milvus	5229168	2020	1	DE	46
Tetrastes bonasia	2473663	2018	7	FR	3
Calandrella brachydactyla	2490681	2016	5	FR	20
Elanus caeruleus	2480372	2018	12	DE	7
Calidris minuta	2481749	2018	9	DE	30
Petronia petronia	2492350	2024	3	FR	20
Mergus serrator	2498375	2018	1	DE	12
Puffinus griseus	5739277	2018	11	FR	1
Locustella luscinioides	2493551	2016	9	FR	2
Pavo cristatus	9451184	2017	5	FR	2
Mergus serrator	2498375	2018	3	DE	12
Cairina moschata	9751099	2023	5	FR	10
Hippolais polyglotta	2493214	2017	10	FR	2
Poecile montanus	2487866	2021	10	FR	11
Botaurus stellaris	2480910	2021	12	DE	25
Larus glaucoides	2481156	2022	2	FR	2
Buteo lagopus	2480524	2017	2	FR	1
Tringa nebularia	2481726	2016	6	FR	6
Calandrella brachydactyla	2490681	2023	8	FR	5
Eremophila alpestris	9415596	2020	9	DE	2
Anser albifrons	2498017	2016	1	FR	8
Picoides tridactylus	2477804	2022	10	DE	4
Ichthyaetus ichthyaetus	8028588	2016	11	DE	4
Montifringilla nivalis	2492371	2018	6	FR	7
Threskiornis aethiopicus	2480764	2022	11	FR	5
Mergellus albellus	2498285	2020	7	DE	3
Grus grus	2474950	2024	8	FR	3
Dendrocygna bicolor	2498402	2022	12	FR	1
Calidris subruficollis	8292425	2024	8	FR	1
Calidris maritima	2481743	2016	5	FR	2
Carduelis citrinella	2494632	2016	8	DE	1
Carduelis citrinella	2494632	2017	12	FR	2
Circus macrourus	2480491	2017	5	DE	2
Carduelis citrinella	2494632	2017	4	FR	2
Montifringilla nivalis	2492371	2023	5	DE	4
Stercorarius skua	2481618	2023	9	DE	1
Eremophila alpestris	9415596	2023	5	FR	1
Anser albifrons	2498017	2022	5	FR	2
Gypaetus barbatus	2480649	2018	4	DE	1
Eudocimus ruber	5229204	2020	5	DE	4
Pelecanus onocrotalus	2480350	2019	4	FR	1
Pheucticus ludovicianus	2490494	2019	10	FR	2
Actitis hypoleucos	2481800	2020	9	FR	403
Ardea alba	9752617	2023	8	FR	540
Corvus corone	9409796	2020	8	DE	1059
Pyrrhula pyrrhula	2494543	2024	10	FR	292
Fringilla coelebs	2494422	2023	12	FR	1634
Turdus merula	2490719	2023	6	DE	5055
Saxicola rubicola	4408759	2023	4	FR	773
Turdus viscivorus	2490774	2024	1	DE	592
Alca torda	8277073	2017	1	FR	19
Streptopelia decaocto	2495696	2016	10	FR	207
Larus marinus	2481172	2024	4	FR	284
Chloris chloris	5845582	2023	3	DE	1981
Parus major	9705453	2018	8	DE	513
Saxicola rubetra	2492521	2016	6	FR	14
Alopochen aegyptiaca	2498252	2023	10	DE	866
Picus viridis	2478523	2023	2	DE	1115
Vanellus vanellus	2480242	2023	9	FR	566
Linaria cannabina	8104397	2024	2	DE	237
Anser anser	2498036	2022	12	DE	864
Larus argentatus	2481139	2023	11	DE	381
Haematopus ostralegus	7788295	2023	3	DE	224
Pandion haliaetus	2480726	2018	9	DE	58
Regulus ignicapilla	6093527	2022	3	FR	319
Numenius arquata	2481792	2021	8	FR	170
Prunella modularis	5231763	2024	1	DE	444
Melanitta fusca	2498238	2020	4	DE	13
Dryocopus martius	2477872	2024	11	DE	405
Serinus serinus	2494200	2022	10	DE	108
Psittacula krameri	2479226	2024	7	DE	223
Sylvia communis	2492943	2021	6	FR	360
Picus viridis	2478523	2017	6	DE	99
Passer domesticus	5231190	2018	2	FR	396
Motacilla flava	9701857	2022	9	DE	288
Locustella naevia	2493548	2023	5	DE	402
Alauda arvensis	8077224	2016	6	FR	130
Ciconia ciconia	2481912	2017	8	DE	119
Garrulus glandarius	5229493	2017	3	FR	192
Mareca penelope	8000602	2024	4	FR	82
Gallinago gallinago	2481819	2024	3	FR	203
Bubulcus ibis	2480830	2024	11	FR	249
Turdus pilaris	2490737	2020	12	FR	191
Dendrocoptes medius	8773033	2023	9	FR	189
Tringa totanus	2481714	2022	1	DE	32
Spatula clypeata	8332393	2024	11	FR	342
Podiceps auritus	2482059	2020	10	DE	17
Anas crecca	8214667	2021	8	DE	423
Gallinula chloropus	5228199	2017	8	DE	102
Dryobates minor	9015784	2024	8	FR	125
Aegithalos caudatus	2495000	2019	6	DE	76
Streptopelia decaocto	2495696	2020	2	FR	470
Aythya ferina	2498255	2016	8	FR	55
Tringa glareola	2481713	2022	10	FR	26
Ciconia ciconia	2481912	2021	3	FR	279
Columba oenas	2495471	2019	4	FR	101
Corvus corax	2482492	2022	11	FR	96
Anser brachyrhynchus	2498024	2018	10	FR	8
Calidris alba	2481748	2016	9	FR	53
Larus marinus	2481172	2017	11	FR	46
Coccothraustes coccothraustes	2494329	2018	8	DE	17
Passer domesticus	5231190	2020	11	FR	627
Himantopus himantopus	5229126	2024	6	FR	383
Recurvirostra avosetta	2480259	2020	5	DE	77
Perdix perdix	2473958	2017	6	FR	14
Regulus ignicapilla	6093527	2023	9	DE	252
Anser albifrons	2498017	2018	2	DE	62
Mergus merganser	9537647	2024	8	DE	107
Limosa limosa	2481685	2024	11	FR	58
Calidris alpina	2481759	2022	3	DE	53
Rallus aquaticus	2474831	2020	5	FR	42
Emberiza schoeniclus	2491557	2016	3	DE	84
Oenanthe deserti	5231244	2023	1	DE	16
Locustella luscinioides	2493551	2023	8	DE	27
Branta bernicla	5232446	2017	3	DE	9
Cinclus cinclus	2495093	2024	8	DE	36
Locustella naevia	2493548	2019	8	FR	6
Coturnix coturnix	2474156	2016	7	FR	25
Sturnus unicolor	2489104	2017	5	FR	25
Tyto alba	2497921	2023	7	FR	23
Gypaetus barbatus	2480649	2022	3	FR	12
Streptopelia decaocto	2495696	2018	2	DE	81
Podiceps grisegena	2482051	2017	4	DE	22
Thalasseus sandvicensis	2481240	2020	2	FR	43
Chlidonias hybrida	2481121	2024	8	DE	14
Anser indicus	2498035	2020	6	FR	8
Larus marinus	2481172	2016	3	FR	69
Thalasseus sandvicensis	2481240	2023	9	DE	104
Vanellus gregarius	5229138	2022	10	FR	2
Phalacrocorax aristotelis	2481861	2020	9	FR	38
Phalaropus lobatus	5739290	2022	10	DE	6
Psittacula eupatria	5229055	2023	1	DE	6
Podiceps auritus	2482059	2021	3	FR	10
Plectrophenax nivalis	2491719	2022	11	FR	14
Columba oenas	2495471	2017	10	FR	44
Lanius excubitor	9444556	2023	12	FR	5
Chroicocephalus genei	6065810	2018	12	FR	11
Remiz pendulinus	2487385	2021	4	DE	28
Plegadis falcinellus	2480773	2017	12	FR	4
Gallinago gallinago	2481819	2017	2	DE	10
Curruca iberiae	10700636	2018	8	FR	11
Leucophaeus pipixcan	5846430	2016	2	FR	1
Lyrurus tetrix	2473682	2023	3	FR	1
Aquila fasciata	5844449	2022	4	FR	35
Scolopax rusticola	2481700	2016	4	DE	5
Melanitta nigra	2498247	2016	11	DE	8
Haematopus ostralegus	7788295	2016	1	DE	4
Cepphus grylle	2481312	2024	9	DE	7
Lanius excubitor	9444556	2024	3	FR	6
Circus aeruginosus	2480482	2024	2	DE	13
Acrocephalus melanopogon	2493124	2023	9	FR	11
Loxia curvirostra	9629160	2017	8	DE	11
Cygnus atratus	2498344	2021	12	DE	13
Uria aalge	2481342	2020	12	FR	8
Melanitta nigra	2498247	2017	6	FR	10
Acanthis flammea	5231630	2020	7	FR	11
Sylvia sarda	2492965	2024	11	FR	3
Tichodroma muraria	2484918	2022	5	FR	3
Lanius excubitor	9444556	2016	10	FR	4
Phylloscopus ibericus	7341585	2024	6	FR	8
Tyto alba	2497921	2018	12	FR	13
Tichodroma muraria	2484918	2022	1	DE	1
Ciconia nigra	2481909	2017	2	FR	1
Haematopus ostralegus	7788295	2017	9	DE	11
Hippolais icterina	2493220	2021	4	FR	4
Melanitta nigra	2498247	2016	1	DE	2
Cuculus canorus	5231918	2019	9	DE	4
Anthus petrosus	2490275	2024	4	DE	3
Calidris canutus	2481765	2016	2	FR	6
Ficedula hypoleuca	2492606	2024	11	FR	2
Phasianus versicolor	5227775	2024	10	FR	4
Cygnus cygnus	2498347	2018	3	FR	1
Cairina moschata	9751099	2023	8	DE	1
Anthus cervinus	2490283	2024	9	FR	3
Emberiza cia	2491498	2018	3	DE	6
Puffinus mauretanicus	5229360	2023	1	FR	2
Spatula querquedula	9274012	2016	10	FR	3
Aythya nyroca	2498259	2017	11	DE	3
Cygnus columbianus	2498338	2021	10	FR	2
Stercorarius skua	2481618	2019	4	FR	2
Passer italiae	8426551	2018	12	FR	1
Calidris ferruginea	2481741	2018	3	FR	1
Ciconia nigra	2481909	2019	11	FR	3
Hydrobates pelagicus	4408455	2019	11	FR	1
Stercorarius pomarinus	2481609	2024	12	FR	2
Remiz pendulinus	2487385	2017	8	DE	2
Sibirionetta formosa	9235549	2018	5	DE	1
Aythya marila	2498265	2018	10	DE	6
Branta bernicla	5232446	2024	8	FR	2
Lagopus muta	5227679	2018	3	FR	1
Luscinia svecica	4408732	2017	10	FR	1
Rhea americana	2495165	2021	11	DE	1
Eremophila alpestris	9415596	2023	10	FR	1
Cisticola juncidis	2492822	2024	9	DE	1
Columba palumbus	2495455	2024	3	DE	5589
Phoenicurus ochruros	5739315	2021	10	DE	597
Pernis apivorus	2480420	2021	9	FR	77
Troglodytes troglodytes	5231438	2024	5	FR	1743
Carduelis carduelis	2494686	2018	9	FR	269
Fringilla coelebs	2494422	2023	4	FR	2653
Anser anser	2498036	2024	2	DE	1774
Falco tinnunculus	9616058	2021	5	DE	1815
Motacilla alba	9687165	2024	9	DE	1897
Motacilla alba	9687165	2020	3	FR	752
Phasianus colchicus	9752149	2023	6	DE	525
Turdus philomelos	7901064	2024	2	FR	722
Sylvia communis	2492943	2020	5	DE	1108
Motacilla flava	9701857	2021	8	DE	475
Bucephala clangula	2498326	2017	12	DE	130
Mareca strepera	9362027	2024	6	DE	517
Circus cyaneus	2480487	2024	10	DE	348
Corvus corax	2482492	2019	9	DE	179
Cygnus olor	2498343	2018	8	FR	368
Garrulus glandarius	5229493	2021	11	DE	1086
Turdus viscivorus	2490774	2023	5	FR	449
Alauda arvensis	8077224	2022	2	FR	226
Anthus pratensis	2490266	2016	4	FR	148
Gallinula chloropus	5228199	2024	11	DE	925
Otis tarda	2474921	2016	5	DE	10
Anas crecca	8214667	2022	7	DE	172
Ardea purpurea	2480934	2022	9	FR	66
Gallinago gallinago	2481819	2023	10	DE	538
Aythya marila	2498265	2018	1	DE	16
Acrocephalus palustris	2493136	2020	5	FR	63
Tringa ochropus	2481728	2016	11	FR	46
Ciconia ciconia	2481912	2018	4	DE	279
Porzana porzana	2474621	2023	4	DE	12
Anser anser	2498036	2018	6	DE	246
Passer montanus	5231198	2022	10	FR	73
Coloeus monedula	6100954	2020	8	DE	204
Cygnus olor	2498343	2022	7	FR	491
Columba livia	2495414	2017	11	DE	113
Anthus campestris	2490274	2017	9	FR	38
Charadrius hiaticula	9566659	2021	6	DE	67
Mergus merganser	9537647	2019	8	DE	58
Gallinago gallinago	2481819	2020	5	DE	68
Emberiza cirlus	7626513	2021	2	FR	170
Podiceps nigricollis	2482065	2024	9	FR	91
Bucephala clangula	2498326	2017	3	DE	72
Podiceps cristatus	2482054	2020	11	FR	125
Podiceps nigricollis	2482065	2024	3	DE	80
Netta rufina	2498180	2020	5	DE	310
Limosa lapponica	2481681	2023	11	DE	29
Corvus cornix	2482515	2016	10	DE	68
Emberiza citrinella	2491534	2017	1	FR	20
Calidris maritima	2481743	2021	12	FR	14
Sylvia conspicillata	2492959	2023	5	FR	61
Pastor roseus	5845386	2017	10	FR	10
Coturnix coturnix	2474156	2022	6	FR	46
Pluvialis squatarola	2480327	2019	7	DE	16
Pyrrhocorax graculus	2482553	2021	5	FR	24
Strix aluco	9282206	2023	1	DE	87
Fulmarus glacialis	2481433	2024	7	FR	27
Columba oenas	2495471	2019	9	FR	78
Hydrocoloeus minutus	6065841	2021	7	DE	18
Charadrius hiaticula	9566659	2021	11	DE	5
Calidris temminckii	2481740	2016	1	FR	1
Passer italiae	8426551	2021	7	FR	28
Pelecanus onocrotalus	2480350	2020	6	FR	2
Puffinus gravis	5229343	2016	8	FR	5
Anser indicus	2498035	2022	4	DE	22
Larus delawarensis	2481134	2024	2	FR	3
Himantopus himantopus	5229126	2022	8	DE	23
Locustella luscinioides	2493551	2018	10	FR	1
Asio otus	2497306	2017	8	FR	12
Tetrastes bonasia	2473663	2021	4	FR	21
Ficedula hypoleuca	2492606	2017	7	DE	5
Alectoris rufa	2474051	2023	7	FR	34
Serinus serinus	2494200	2023	2	DE	12
Upupa epops	2498415	2020	11	FR	5
Anser cygnoides	2498034	2020	6	DE	8
Anthus petrosus	2490275	2021	3	DE	13
Alopochen aegyptiaca	2498252	2016	11	FR	18
Locustella naevia	2493548	2022	10	FR	9
Picus sharpei	9029556	2016	2	FR	7
Haematopus ostralegus	7788295	2017	2	FR	35
Calidris falcinellus	7537888	2016	5	FR	8
Aix sponsa	2498387	2022	9	FR	1
Cairina moschata	9751099	2024	2	FR	5
Luscinia svecica	4408732	2023	12	FR	10
Acanthis flammea	5231630	2019	6	FR	1
Pavo cristatus	9451184	2016	7	FR	1
Mergus serrator	2498375	2019	6	DE	8
Elanus caeruleus	2480372	2017	6	DE	1
Cettia cetti	2493012	2023	10	DE	1
Calidris canutus	2481765	2019	2	FR	4
Cursorius cursor	2480740	2023	12	FR	1
Tadorna cana	2498010	2022	1	FR	2
Lagopus muta	5227679	2022	4	FR	1
Acanthis flammea	5231630	2020	2	DE	6
Anthus petrosus	2490275	2019	9	DE	2
Puffinus yelkouan	5229377	2017	7	FR	1
Platalea leucorodia	2480801	2024	12	DE	1
Anser indicus	2498035	2020	1	FR	2
Lanius collurio	7745240	2020	10	DE	2
Anser caerulescens	2498167	2022	6	FR	2
Nycticorax nycticorax	2480863	2017	9	DE	4
Prunella collaris	5231770	2016	10	DE	1
Acrocephalus schoenobaenus	2493129	2021	2	FR	1
Motacilla citreola	2490307	2022	7	DE	2
Fratercula arctica	2481353	2022	8	FR	1
Cettia cetti	2493012	2020	3	DE	1
Turdus merula	2490719	2022	5	DE	4712
Vanellus vanellus	2480242	2023	7	DE	559
Phoenicurus ochruros	5739315	2022	4	DE	1520
Larus fuscus	2481174	2022	7	DE	135
Podiceps cristatus	2482054	2021	6	DE	546
Turdus philomelos	7901064	2024	10	DE	1386
Cuculus canorus	5231918	2024	8	FR	36
Parus major	9705453	2020	12	DE	1798
Passer montanus	5231198	2021	1	DE	359
Fringilla montifringilla	2494441	2024	12	FR	175
Phalacrocorax carbo	2481890	2024	10	FR	1838
Hirundo rustica	9515886	2024	9	DE	2015
Regulus ignicapilla	6093527	2024	6	DE	627
Aythya fuligula	2498261	2023	10	DE	679
Emberiza schoeniclus	2491557	2021	10	DE	430
Chroicocephalus ridibundus	6065824	2022	7	DE	989
Phoenicurus ochruros	5739315	2022	8	FR	754
Sturnus vulgaris	9809229	2020	11	DE	483
Gallinago gallinago	2481819	2016	3	FR	94
Hirundo rustica	9515886	2021	9	DE	775
Falco tinnunculus	9616058	2023	3	DE	904
Pica pica	5229490	2020	11	FR	816
Garrulus glandarius	5229493	2017	9	DE	332
Periparus ater	2487871	2024	12	DE	366
Pyrrhula pyrrhula	2494543	2021	4	FR	134
Phylloscopus collybita	2493091	2018	10	DE	280
Acrocephalus arundinaceus	2493128	2016	4	FR	25
